,datetime,open,high,low,close,volume
85,2022-01-26 10:18:00,2406.16,2406.16,2403.18,2403.2,300
86,2022-01-26 10:19:00,2405.09,2405.09,2405.09,2405.09,100
87,2022-01-26 10:21:00,2408.64,2408.64,2405.61,2405.75,400
88,2022-01-26 10:24:00,2407.63,2407.63,2407.63,2407.63,100
89,2022-01-26 10:25:00,2408.87,2408.87,2406.08,2406.08,200
90,2022-01-26 10:27:00,2410.9,2410.92,2407.01,2407.01,765
91,2022-01-26 10:28:00,2406.29,2407.92,2400.4,2400.4,1200
92,2022-01-26 10:29:00,2401.87,2401.87,2401.86,2401.86,300
93,2022-01-26 10:30:00,2400.0,2400.0,2395.0,2395.32,1500
94,2022-01-26 10:31:00,2394.29,2394.29,2394.29,2394.29,100
95,2022-01-26 10:32:00,2396.0,2396.0,2392.1,2392.1,200
96,2022-01-26 10:33:00,2393.48,2393.48,2393.48,2393.48,100
97,2022-01-26 10:34:00,2393.71,2395.52,2389.21,2389.21,600
98,2022-01-26 10:36:00,2394.89,2394.89,2385.45,2385.45,200
99,2022-01-26 10:38:00,2389.7,2391.69,2389.35,2389.75,500
100,2022-01-26 10:39:00,2391.79,2391.79,2391.48,2391.7,700
101,2022-01-26 10:40:00,2388.48,2391.16,2387.05,2390.88,765
102,2022-01-26 10:42:00,2394.74,2395.0,2394.74,2395.0,323
103,2022-01-26 10:43:00,2397.93,2400.0,2397.93,2400.0,1118
104,2022-01-26 10:45:00,2400.95,2400.95,2400.95,2400.95,100
105,2022-01-26 10:47:00,2401.62,2401.62,2401.62,2401.62,100
106,2022-01-26 10:48:00,2397.33,2397.33,2396.81,2397.2,400
107,2022-01-26 10:49:00,2395.12,2395.12,2395.12,2395.12,200
108,2022-01-26 10:50:00,2389.81,2389.81,2389.81,2389.81,100
109,2022-01-26 10:52:00,2389.04,2389.04,2389.04,2389.04,100
110,2022-01-26 10:53:00,2387.28,2387.28,2383.65,2383.65,924
111,2022-01-26 10:54:00,2384.69,2385.73,2384.15,2384.15,700
112,2022-01-26 10:56:00,2394.05,2394.07,2394.05,2394.07,200
113,2022-01-26 10:57:00,2393.06,2393.06,2389.32,2389.32,1100
114,2022-01-26 10:59:00,2399.73,2399.73,2399.73,2399.73,125
115,2022-01-26 11:00:00,2397.09,2397.09,2397.09,2397.09,133
116,2022-01-26 11:01:00,2397.66,2397.66,2397.66,2397.66,100
117,2022-01-26 11:02:00,2395.93,2397.21,2395.93,2396.71,400
118,2022-01-26 11:03:00,2395.0,2395.0,2395.0,2395.0,100
119,2022-01-26 11:04:00,2394.78,2394.79,2394.78,2394.79,315
120,2022-01-26 11:05:00,2388.93,2388.93,2388.93,2388.93,100
121,2022-01-26 11:06:00,2389.33,2389.42,2388.13,2388.13,400
122,2022-01-26 11:07:00,2391.01,2391.05,2388.95,2388.95,600
123,2022-01-26 11:11:00,2387.19,2388.19,2386.79,2387.62,600
124,2022-01-26 11:12:00,2385.18,2387.19,2385.03,2387.19,400
125,2022-01-26 11:14:00,2390.08,2390.08,2389.75,2389.75,200
126,2022-01-26 11:15:00,2398.69,2398.69,2391.67,2391.67,200
127,2022-01-26 11:16:00,2390.79,2390.79,2390.62,2390.62,200
128,2022-01-26 11:17:00,2393.46,2393.46,2392.34,2392.34,400
129,2022-01-26 11:18:00,2392.54,2393.16,2392.54,2393.16,400
130,2022-01-26 11:22:00,2392.24,2392.24,2391.51,2391.51,200
131,2022-01-26 11:23:00,2395.9,2395.9,2395.9,2395.9,100
132,2022-01-26 11:24:00,2397.42,2398.69,2395.22,2395.91,2150
133,2022-01-26 11:27:00,2396.32,2396.32,2396.32,2396.32,100
134,2022-01-26 11:28:00,2396.22,2396.39,2395.1,2395.1,300
135,2022-01-26 11:29:00,2394.41,2394.41,2393.85,2393.85,200
136,2022-01-26 11:31:00,2394.5,2394.5,2391.77,2391.77,200
137,2022-01-26 11:32:00,2392.3,2392.3,2390.31,2390.31,200
138,2022-01-26 11:33:00,2390.67,2390.99,2390.49,2390.99,600
139,2022-01-26 11:34:00,2391.7,2391.7,2391.7,2391.7,100
140,2022-01-26 11:36:00,2394.15,2396.18,2394.15,2396.18,200
141,2022-01-26 11:37:00,2396.18,2396.18,2395.0,2395.0,600
142,2022-01-26 11:39:00,2396.53,2396.53,2396.49,2396.49,200
143,2022-01-26 11:41:00,2396.2,2396.2,2394.75,2394.75,200
144,2022-01-26 11:43:00,2393.19,2393.19,2393.19,2393.19,100
145,2022-01-26 11:45:00,2393.3,2396.75,2393.3,2396.53,1400
146,2022-01-26 11:46:00,2395.79,2395.79,2395.79,2395.79,100
147,2022-01-26 11:48:00,2397.06,2397.06,2397.06,2397.06,138
148,2022-01-26 11:49:00,2395.11,2395.11,2395.11,2395.11,100
149,2022-01-26 11:50:00,2393.53,2393.53,2393.53,2393.53,100
150,2022-01-26 11:51:00,2393.37,2394.17,2393.37,2394.17,200
151,2022-01-26 11:52:00,2394.01,2394.76,2394.01,2394.76,229
152,2022-01-26 11:53:00,2394.01,2397.0,2393.94,2394.34,400
153,2022-01-26 11:56:00,2394.67,2395.99,2394.67,2395.99,200
154,2022-01-26 11:57:00,2394.69,2397.72,2394.69,2397.72,301
155,2022-01-26 11:58:00,2403.66,2403.66,2403.66,2403.66,200
156,2022-01-26 12:01:00,2401.87,2401.87,2401.44,2401.44,200
157,2022-01-26 12:02:00,2402.35,2402.35,2402.35,2402.35,100
158,2022-01-26 12:03:00,2396.58,2396.58,2396.58,2396.58,100
159,2022-01-26 12:04:00,2393.02,2393.02,2393.02,2393.02,100
160,2022-01-26 12:06:00,2394.14,2397.67,2394.14,2397.67,213
161,2022-01-26 12:08:00,2397.98,2397.98,2397.98,2397.98,100
162,2022-01-26 12:10:00,2401.46,2402.29,2401.46,2402.29,200
163,2022-01-26 12:11:00,2401.6,2401.6,2401.6,2401.6,200
164,2022-01-26 12:12:00,2402.24,2402.24,2402.24,2402.24,100
165,2022-01-26 12:13:00,2400.74,2400.74,2400.74,2400.74,100
166,2022-01-26 12:14:00,2401.49,2406.77,2401.49,2406.77,380
167,2022-01-26 12:15:00,2403.68,2403.68,2401.89,2401.89,200
168,2022-01-26 12:16:00,2402.54,2402.54,2402.54,2402.54,100
169,2022-01-26 12:17:00,2401.94,2401.94,2401.94,2401.94,100
170,2022-01-26 12:18:00,2401.63,2401.63,2401.63,2401.63,100
171,2022-01-26 12:19:00,2401.11,2401.11,2401.11,2401.11,100
172,2022-01-26 12:20:00,2401.82,2401.82,2401.82,2401.82,695
173,2022-01-26 12:21:00,2400.84,2401.8,2400.84,2401.8,400
174,2022-01-26 12:22:00,2397.2,2397.2,2397.2,2397.2,100
175,2022-01-26 12:23:00,2396.49,2396.49,2396.49,2396.49,100
176,2022-01-26 12:24:00,2393.34,2393.34,2393.34,2393.34,100
177,2022-01-26 12:25:00,2398.0,2398.42,2398.0,2398.42,200
178,2022-01-26 12:26:00,2399.5,2401.73,2399.5,2401.73,200
179,2022-01-26 12:27:00,2401.26,2401.26,2401.26,2401.26,100
180,2022-01-26 12:28:00,2402.41,2402.41,2398.62,2398.62,200
181,2022-01-26 12:29:00,2399.83,2400.49,2399.83,2400.49,300
182,2022-01-26 12:30:00,2401.57,2402.84,2401.57,2402.84,200
183,2022-01-26 12:31:00,2404.23,2404.23,2404.23,2404.23,100
184,2022-01-26 12:32:00,2401.94,2401.94,2401.94,2401.94,100
185,2022-01-26 12:33:00,2400.35,2400.35,2400.35,2400.35,100
186,2022-01-26 12:35:00,2398.8,2400.42,2397.4,2399.45,700
187,2022-01-26 12:36:00,2401.17,2401.17,2400.2,2400.2,270
188,2022-01-26 12:38:00,2400.84,2400.84,2400.84,2400.84,100
189,2022-01-26 12:39:00,2400.55,2401.47,2400.55,2401.47,300
190,2022-01-26 12:40:00,2403.82,2403.82,2400.92,2400.92,310
191,2022-01-26 12:41:00,2400.84,2400.84,2400.84,2400.84,200
192,2022-01-26 12:42:00,2400.58,2400.58,2400.58,2400.58,100
193,2022-01-26 12:43:00,2400.84,2403.25,2400.84,2403.25,200
194,2022-01-26 12:44:00,2403.12,2403.12,2403.12,2403.12,100
195,2022-01-26 12:45:00,2405.59,2405.59,2405.58,2405.58,200
196,2022-01-26 12:46:00,2406.85,2406.85,2406.6,2406.6,200
197,2022-01-26 12:48:00,2407.51,2407.6,2406.85,2406.85,300
198,2022-01-26 12:49:00,2406.8,2406.8,2406.8,2406.8,100
199,2022-01-26 12:50:00,2406.44,2406.44,2406.44,2406.44,100
200,2022-01-26 12:53:00,2406.09,2408.34,2406.09,2408.34,400
201,2022-01-26 12:55:00,2409.8,2409.8,2409.8,2409.8,100
202,2022-01-26 12:56:00,2409.92,2410.5,2409.16,2409.16,860
203,2022-01-26 12:58:00,2408.03,2410.67,2408.03,2410.67,500
204,2022-01-26 12:59:00,2410.68,2411.17,2406.86,2406.86,300
205,2022-01-26 13:00:00,2404.79,2404.79,2402.75,2403.51,400
206,2022-01-26 13:01:00,2415.78,2420.0,2415.73,2415.73,600
207,2022-01-26 13:03:00,2420.63,2424.62,2420.63,2424.39,463
208,2022-01-26 13:05:00,2415.51,2415.51,2414.9,2414.9,200
209,2022-01-26 13:06:00,2417.49,2417.49,2417.49,2417.49,100
210,2022-01-26 13:07:00,2418.69,2418.69,2416.78,2416.78,500
211,2022-01-26 13:09:00,2416.79,2416.79,2416.79,2416.79,100
212,2022-01-26 13:10:00,2414.45,2414.45,2414.45,2414.45,100
213,2022-01-26 13:11:00,2417.28,2418.23,2413.48,2413.48,644
214,2022-01-26 13:12:00,2406.68,2406.68,2406.68,2406.68,100
215,2022-01-26 13:14:00,2406.05,2406.05,2406.05,2406.05,100
216,2022-01-26 13:15:00,2402.38,2402.38,2393.91,2396.05,400
217,2022-01-26 13:16:00,2399.15,2399.15,2397.58,2397.58,300
218,2022-01-26 13:17:00,2396.22,2396.22,2396.07,2396.07,200
219,2022-01-26 13:18:00,2400.52,2400.52,2400.52,2400.52,100
220,2022-01-26 13:19:00,2397.45,2397.45,2397.45,2397.45,100
221,2022-01-26 13:20:00,2400.16,2400.16,2400.16,2400.16,100
222,2022-01-26 13:21:00,2403.13,2403.13,2403.13,2403.13,200
223,2022-01-26 13:22:00,2402.03,2402.03,2402.03,2402.03,100
224,2022-01-26 13:23:00,2403.97,2403.97,2401.56,2401.56,300
225,2022-01-26 13:24:00,2397.16,2397.17,2397.16,2397.17,300
226,2022-01-26 13:25:00,2401.9,2402.22,2401.9,2402.22,399
227,2022-01-26 13:26:00,2401.6,2405.0,2401.4,2403.52,400
228,2022-01-26 13:27:00,2406.86,2406.86,2406.86,2406.86,300
229,2022-01-26 13:29:00,2410.86,2412.57,2410.86,2411.96,500
230,2022-01-26 13:31:00,2410.71,2410.71,2410.71,2410.71,100
231,2022-01-26 13:32:00,2404.89,2404.89,2404.89,2404.89,500
232,2022-01-26 13:33:00,2402.7,2406.31,2402.7,2406.31,700
233,2022-01-26 13:34:00,2408.83,2408.83,2403.09,2403.26,500
234,2022-01-26 13:35:00,2399.73,2399.73,2398.94,2398.94,200
235,2022-01-26 13:36:00,2392.21,2392.21,2392.21,2392.21,200
236,2022-01-26 13:37:00,2393.49,2393.49,2390.57,2390.57,700
237,2022-01-26 13:38:00,2391.27,2397.46,2391.27,2397.46,200
238,2022-01-26 13:39:00,2400.24,2401.13,2399.33,2399.33,400
239,2022-01-26 13:40:00,2402.3,2406.17,2402.3,2406.17,200
240,2022-01-26 13:42:00,2406.99,2406.99,2402.32,2402.32,624
241,2022-01-26 13:43:00,2395.41,2395.41,2395.41,2395.41,100
242,2022-01-26 13:44:00,2395.39,2395.39,2388.89,2388.89,400
243,2022-01-26 13:45:00,2385.15,2385.15,2385.15,2385.15,100
244,2022-01-26 13:46:00,2380.09,2380.09,2380.09,2380.09,100
245,2022-01-26 13:47:00,2366.43,2371.84,2366.43,2371.84,301
246,2022-01-26 13:48:00,2369.42,2369.42,2369.42,2369.42,100
247,2022-01-26 13:50:00,2368.69,2371.18,2366.9,2366.9,300
248,2022-01-26 13:51:00,2367.29,2367.29,2363.97,2363.97,400
249,2022-01-26 13:52:00,2366.43,2371.23,2366.43,2371.23,455
250,2022-01-26 13:53:00,2376.08,2376.08,2375.07,2375.07,500
251,2022-01-26 13:54:00,2378.23,2378.23,2372.11,2372.11,300
252,2022-01-26 13:55:00,2375.66,2378.36,2373.56,2378.36,900
253,2022-01-26 13:56:00,2373.58,2373.58,2367.1,2368.2,391
254,2022-01-26 13:57:00,2371.86,2371.86,2367.7,2367.9,300
255,2022-01-26 14:00:00,2368.63,2368.63,2367.78,2368.63,400
256,2022-01-26 14:01:00,2367.0,2368.19,2364.04,2364.04,1350
257,2022-01-26 14:02:00,2361.92,2361.92,2358.14,2358.14,500
258,2022-01-26 14:04:00,2352.28,2352.28,2351.0,2351.0,414
259,2022-01-26 14:05:00,2353.2,2353.2,2353.2,2353.2,300
260,2022-01-26 14:06:00,2353.24,2353.24,2353.24,2353.24,100
261,2022-01-26 14:07:00,2347.93,2347.93,2347.93,2347.93,100
262,2022-01-26 14:08:00,2343.41,2347.4,2343.41,2347.4,300
263,2022-01-26 14:09:00,2344.85,2344.85,2344.84,2344.85,400
264,2022-01-26 14:11:00,2342.54,2342.54,2342.54,2342.54,100
265,2022-01-26 14:12:00,2346.13,2352.18,2345.94,2352.13,500
266,2022-01-26 14:13:00,2352.28,2352.28,2344.59,2347.5,600
267,2022-01-26 14:15:00,2345.83,2345.83,2341.2,2341.2,341
268,2022-01-26 14:17:00,2336.24,2341.87,2335.0,2341.87,1695
269,2022-01-26 14:18:00,2335.03,2339.82,2335.03,2339.82,500
270,2022-01-26 14:19:00,2333.76,2338.07,2333.76,2338.07,200
271,2022-01-26 14:20:00,2339.23,2339.28,2335.52,2337.48,550
272,2022-01-26 14:21:00,2334.19,2334.19,2334.19,2334.19,100
273,2022-01-26 14:22:00,2333.96,2336.72,2333.96,2336.72,400
274,2022-01-26 14:23:00,2334.23,2334.23,2331.64,2331.64,401
275,2022-01-26 14:24:00,2331.67,2331.67,2329.78,2329.78,300
276,2022-01-26 14:25:00,2320.99,2326.54,2320.99,2326.54,500
277,2022-01-26 14:26:00,2329.34,2329.34,2326.67,2326.67,300
278,2022-01-26 14:27:00,2325.24,2328.25,2325.24,2328.25,804
279,2022-01-26 14:28:00,2333.14,2340.68,2333.14,2336.49,900
280,2022-01-26 14:29:00,2343.08,2345.89,2343.08,2343.43,600
281,2022-01-26 14:30:00,2345.53,2347.27,2342.41,2343.71,1200
282,2022-01-26 14:31:00,2345.51,2345.51,2343.01,2344.46,700
283,2022-01-26 14:33:00,2348.29,2350.23,2345.3,2347.31,951
284,2022-01-26 14:34:00,2345.25,2349.07,2339.26,2342.33,825
285,2022-01-26 14:35:00,2337.8,2342.97,2337.8,2342.97,300
286,2022-01-26 14:36:00,2338.7,2342.41,2334.68,2338.62,725
287,2022-01-26 14:37:00,2334.46,2342.24,2334.46,2337.31,1000
288,2022-01-26 14:38:00,2337.33,2339.68,2334.91,2334.91,1657
289,2022-01-26 14:39:00,2339.99,2349.2,2339.99,2344.26,905
290,2022-01-26 14:40:00,2346.02,2346.54,2344.12,2344.12,576
291,2022-01-26 14:41:00,2343.98,2344.16,2341.57,2342.14,700
292,2022-01-26 14:42:00,2349.98,2358.58,2349.98,2358.58,507
293,2022-01-26 14:44:00,2359.73,2361.6,2354.33,2354.55,1000
294,2022-01-26 14:45:00,2350.44,2357.79,2348.26,2357.79,1700
295,2022-01-26 14:46:00,2356.61,2356.61,2350.64,2350.64,994
296,2022-01-26 14:47:00,2357.57,2359.68,2354.72,2355.49,650
297,2022-01-26 14:48:00,2357.0,2358.24,2354.67,2354.67,976
298,2022-01-26 14:49:00,2357.31,2360.29,2357.31,2359.1,400
299,2022-01-26 14:50:00,2355.27,2355.49,2350.2,2355.49,500
300,2022-01-26 14:51:00,2355.12,2355.12,2352.23,2352.78,900
301,2022-01-26 14:52:00,2353.91,2353.91,2352.44,2352.67,800
302,2022-01-26 14:53:00,2349.33,2355.67,2349.33,2352.95,636
303,2022-01-26 14:54:00,2351.07,2358.14,2351.07,2358.14,1200
304,2022-01-26 14:55:00,2358.58,2372.35,2358.57,2372.35,6188
305,2022-01-26 14:56:00,2373.0,2378.5,2369.46,2369.46,2540
306,2022-01-26 14:57:00,2366.01,2368.58,2360.27,2363.25,2911
307,2022-01-26 14:58:00,2364.94,2372.22,2364.94,2372.22,2268
308,2022-01-26 14:59:00,2372.59,2374.44,2366.18,2366.47,3415
309,2022-01-26 15:00:00,2366.47,2373.46,2366.47,2370.63,3063
310,2022-01-27 08:31:00,2423.29,2423.29,2396.07,2396.07,4353
311,2022-01-27 08:32:00,2405.0,2411.24,2405.0,2406.88,695
312,2022-01-27 08:34:00,2410.32,2412.71,2407.77,2412.71,800
313,2022-01-27 08:35:00,2417.98,2417.98,2417.98,2417.98,100
314,2022-01-27 08:37:00,2413.22,2413.22,2407.1,2407.1,500
315,2022-01-27 08:42:00,2407.15,2408.2,2407.1,2408.2,400
316,2022-01-27 08:43:00,2408.62,2408.62,2408.57,2408.57,200
317,2022-01-27 08:44:00,2410.52,2410.52,2409.75,2409.75,300
318,2022-01-27 08:45:00,2408.63,2414.7,2408.63,2412.0,400
319,2022-01-27 08:46:00,2412.0,2412.0,2411.63,2411.63,500
320,2022-01-27 08:47:00,2416.44,2416.44,2416.44,2416.44,100
321,2022-01-27 08:48:00,2416.99,2416.99,2416.99,2416.99,100
322,2022-01-27 08:51:00,2424.76,2424.76,2424.76,2424.76,100
323,2022-01-27 08:52:00,2421.38,2421.38,2418.5,2418.5,800
324,2022-01-27 08:53:00,2417.58,2418.02,2417.25,2417.98,500
325,2022-01-27 08:56:00,2419.37,2419.37,2417.52,2418.25,300
326,2022-01-27 08:57:00,2413.28,2413.28,2413.28,2413.28,100
327,2022-01-27 08:58:00,2403.89,2403.89,2403.89,2403.89,100
328,2022-01-27 08:59:00,2414.6,2421.1,2414.6,2421.1,200
329,2022-01-27 09:00:00,2414.92,2414.92,2414.34,2414.34,200
330,2022-01-27 09:01:00,2415.31,2415.31,2403.48,2409.79,2000
331,2022-01-27 09:02:00,2407.06,2410.78,2407.06,2410.78,200
332,2022-01-27 09:05:00,2425.9,2425.9,2425.9,2425.9,100
333,2022-01-27 09:07:00,2421.06,2431.18,2421.06,2431.18,600
334,2022-01-27 09:09:00,2438.94,2438.94,2438.94,2438.94,100
335,2022-01-27 09:10:00,2435.16,2435.16,2430.3,2434.83,400
336,2022-01-27 09:11:00,2435.81,2435.81,2427.38,2427.38,200
337,2022-01-27 09:13:00,2434.3,2434.88,2430.33,2430.33,812
338,2022-01-27 09:14:00,2432.75,2432.75,2432.75,2432.75,100
339,2022-01-27 09:15:00,2428.62,2428.62,2428.62,2428.62,100
340,2022-01-27 09:16:00,2432.8,2438.16,2432.8,2438.16,400
341,2022-01-27 09:17:00,2432.3,2432.3,2426.1,2426.1,900
342,2022-01-27 09:18:00,2423.32,2423.33,2423.32,2423.33,200
343,2022-01-27 09:20:00,2423.32,2425.89,2423.32,2425.89,200
344,2022-01-27 09:21:00,2425.59,2425.59,2425.59,2425.59,100
345,2022-01-27 09:22:00,2423.09,2424.04,2421.47,2424.04,800
346,2022-01-27 09:23:00,2421.87,2421.87,2421.27,2421.27,400
347,2022-01-27 09:24:00,2419.52,2419.52,2412.01,2412.01,607
348,2022-01-27 09:25:00,2415.83,2415.83,2415.83,2415.83,907
349,2022-01-27 09:26:00,2418.48,2418.48,2418.48,2418.48,100
350,2022-01-27 09:28:00,2416.91,2418.15,2416.91,2418.15,200
351,2022-01-27 09:29:00,2414.01,2414.01,2411.16,2411.16,420
352,2022-01-27 09:30:00,2409.84,2409.84,2407.34,2407.34,300
353,2022-01-27 09:32:00,2405.12,2405.12,2399.03,2399.03,2325
354,2022-01-27 09:34:00,2402.61,2404.8,2402.52,2403.67,1426
355,2022-01-27 09:36:00,2403.57,2403.57,2400.2,2400.2,600
356,2022-01-27 09:37:00,2402.25,2402.25,2402.23,2402.23,200
357,2022-01-27 09:38:00,2403.49,2403.6,2401.93,2403.6,500
358,2022-01-27 09:40:00,2403.77,2403.77,2399.26,2399.26,700
359,2022-01-27 09:41:00,2402.92,2405.13,2396.94,2397.8,1300
360,2022-01-27 09:42:00,2402.6,2403.92,2399.24,2402.22,600
361,2022-01-27 09:43:00,2399.25,2399.93,2399.1,2399.93,500
362,2022-01-27 09:44:00,2395.99,2398.95,2395.99,2398.95,300
363,2022-01-27 09:45:00,2402.78,2402.78,2402.78,2402.78,100
364,2022-01-27 09:47:00,2405.01,2413.04,2405.01,2413.04,606
365,2022-01-27 09:49:00,2413.04,2413.04,2409.34,2409.34,318
366,2022-01-27 09:51:00,2413.57,2413.57,2413.57,2413.57,100
367,2022-01-27 09:54:00,2410.25,2410.25,2407.04,2407.04,300
368,2022-01-27 09:56:00,2410.14,2410.14,2409.95,2409.95,200
369,2022-01-27 09:57:00,2411.75,2411.75,2411.75,2411.75,100
370,2022-01-27 09:58:00,2413.94,2417.08,2413.94,2417.08,200
371,2022-01-27 10:00:00,2420.0,2420.0,2420.0,2420.0,100
372,2022-01-27 10:01:00,2421.99,2425.81,2421.01,2421.01,911
373,2022-01-27 10:02:00,2423.77,2423.77,2421.52,2421.72,500
374,2022-01-27 10:03:00,2425.61,2429.8,2425.61,2429.42,900
375,2022-01-27 10:05:00,2427.59,2427.59,2427.59,2427.59,300
